Seconds,Value,Value.Seconds,Value.SubSeconds,Value.Value
13949.74,8274D_21293_EEG1,1744121554,0.549917996,-3.99076009
13949.742976,8274D_21293_EEG1,1744121554,0.553837001,-0.469500989
13949.742976,8274D_21293_EEG1,1744121554,0.557756007,-0.469500989
13949.742976,8274D_21293_EEG1,1744121554,0.561676025,4.69501209
13949.742976,8274D_21293_EEG1,1744121554,0.565594971,8.2162714
13949.742976,8274D_21293_EEG1,1744121554,0.56951499,4.69501209
13949.742976,8274D_21293_EEG1,1744121554,0.573433995,-11.9722815
13949.742976,8274D_21293_EEG1,1744121554,0.577353001,-11.9722815
13949.742976,8274D_21293_EEG1,1744121554,0.581273019,-10.0942764
13949.742976,8274D_21293_EEG1,1744121554,0.585192025,4.46026087
13949.742976,8274D_21293_EEG1,1744121554,0.589111984,-6.3382659
13949.744000000001,8274D_21293_EEG1,1744121554,0.593030989,3.28650808
13949.744000000001,8274D_21293_EEG1,1744121554,0.596949995,-6.3382659
13949.744000000001,8274D_21293_EEG1,1744121554,0.600870013,-4.92976284
13949.744000000001,8274D_21293_EEG1,1744121554,0.604789019,-4.92976284
13949.744000000001,8274D_21293_EEG1,1744121554,0.608708978,-2.34750605
13949.744000000001,8274D_21293_EEG1,1744121554,0.612627983,-2.34750605
13949.744000000001,8274D_21293_EEG1,1744121554,0.616546988,-2.34750605
13949.744000000001,8274D_21293_EEG1,1744121554,0.620467007,-6.3382659
13949.744992,8274D_21293_EEG1,1744121554,0.624386013,-0.939001977
13949.744992,8274D_21293_EEG1,1744121554,0.628305972,-6.3382659
13949.744992,8274D_21293_EEG1,1744121554,0.632224977,-19.0147991
13949.744992,8274D_21293_EEG1,1744121554,0.636143982,-19.0147991
13949.744992,8274D_21293_EEG1,1744121554,0.640064001,1.17375302
13949.744992,8274D_21293_EEG1,1744121554,0.643983006,4.46026087
13949.744992,8274D_21293_EEG1,1744121554,0.647903025,1.17375302
13949.744992,8274D_21293_EEG1,1744121554,0.651821971,-13.6155348
13949.744992,8274D_21293_EEG1,1744121554,0.655740976,-14.319787
13949.745983999999,8274D_21293_EEG1,1744121554,0.659660995,-14.319787
13949.745983999999,8274D_21293_EEG1,1744121554,0.66358,1.87800503
13949.745983999999,8274D_21293_EEG1,1744121554,0.667499006,1.87800503
13949.745983999999,8274D_21293_EEG1,1744121554,0.671419024,-7.27726889
13949.745983999999,8274D_21293_EEG1,1744121554,0.67533797,-7.27726889
13949.745983999999,8274D_21293_EEG1,1744121554,0.679257989,-6.57301712
13949.745983999999,8274D_21293_EEG1,1744121554,0.683176994,-6.57301712
13949.745983999999,8274D_21293_EEG1,1744121554,0.687096,-0.939001977
13949.745983999999,8274D_21293_EEG1,1744121554,0.691016018,-7.51201916
13949.745983999999,8274D_21293_EEG1,1744121554,0.694935024,-6.57301712
13949.746976,8274D_21293_EEG1,1744121554,0.698854983,-6.57301712
13949.746976,8274D_21293_EEG1,1744121554,0.702773988,-6.57301712
13949.872992000001,8274D_21293_EEG1,1744121554,0.706692994,-1.87800503
13949.872992000001,8274D_21293_EEG1,1744121554,0.710613012,-10.3290262
13949.872992000001,8274D_21293_EEG1,1744121554,0.714532018,-1.87800503
13949.873984,8274D_21293_EEG1,1744121554,0.718451977,-2.81700706
13949.873984,8274D_21293_EEG1,1744121554,0.722370982,-2.81700706
13949.873984,8274D_21293_EEG1,1744121554,0.726289988,-7.27726889
13949.873984,8274D_21293_EEG1,1744121554,0.730210006,-8.45102215
13949.873984,8274D_21293_EEG1,1744121554,0.734129012,-7.51201916
13949.873984,8274D_21293_EEG1,1744121554,0.738048971,-7.51201916
13949.873984,8274D_21293_EEG1,1744121554,0.741967976,-0.704252005
13949.873984,8274D_21293_EEG1,1744121554,0.745886981,-0.704252005
13949.874975999999,8274D_21293_EEG1,1744121554,0.749807,-15.2587891
13949.874975999999,8274D_21293_EEG1,1744121554,0.753726006,-19.7190495
13949.874975999999,8274D_21293_EEG1,1744121554,0.757646024,-19.7190495
13949.874975999999,8274D_21293_EEG1,1744121554,0.76156503,-10.563777
13949.874975999999,8274D_21293_EEG1,1744121554,0.765483975,-4.69501209
13949.874975999999,8274D_21293_EEG1,1744121554,0.769403994,-4.69501209
13949.874975999999,8274D_21293_EEG1,1744121554,0.773322999,-22.0665569
13949.874975999999,8274D_21293_EEG1,1744121554,0.777243018,-22.0665569
13949.874975999999,8274D_21293_EEG1,1744121554,0.781162024,-11.0332785
13949.874975999999,8274D_21293_EEG1,1744121554,0.785081029,9.85952473
13949.876,8274D_21293_EEG1,1744121554,0.789000988,-8.2162714
13949.876,8274D_21293_EEG1,1744121554,0.792919993,-8.2162714
13949.876,8274D_21293_EEG1,1744121554,0.796838999,-8.2162714
13949.876,8274D_21293_EEG1,1744121554,0.800759017,-10.7985277
13949.876,8274D_21293_EEG1,1744121554,0.804678023,-7.74676991
13949.876,8274D_21293_EEG1,1744121554,0.808597982,-3.99076009
13949.876,8274D_21293_EEG1,1744121554,0.812516987,-3.75601006
13949.876,8274D_21293_EEG1,1744121554,0.816435993,-3.99076009
13949.876,8274D_21293_EEG1,1744121554,0.820356011,-4.46026087
13949.876,8274D_21293_EEG1,1744121554,0.824275017,-4.46026087
13949.876,8274D_21293_EEG1,1744121554,0.828194976,-4.46026087
13949.876992,8274D_21293_EEG1,1744121554,0.832113981,-8.45102215
13949.876992,8274D_21293_EEG1,1744121554,0.836032987,-8.45102215
13949.876992,8274D_21293_EEG1,1744121554,0.839953005,-5.63401413
13949.876992,8274D_21293_EEG1,1744121554,0.843872011,9.15527344
13949.876992,8274D_21293_EEG1,1744121554,0.847792029,9.15527344
13949.877984000001,8274D_21293_EEG1,1744121554,0.851710975,-1.87800503
13949.877984000001,8274D_21293_EEG1,1744121554,0.855629981,-11.502779
13949.877984000001,8274D_21293_EEG1,1744121554,0.859549999,-15.0240383
13950.057983999999,8274D_21293_EEG1,1744121554,0.863469005,-15.0240383
13950.057983999999,8274D_21293_EEG1,1744121554,0.867389023,-3.75601006
13950.057983999999,8274D_21293_EEG1,1744121554,0.871308029,-3.75601006
13950.057983999999,8274D_21293_EEG1,1744121554,0.875226974,-6.1035161
13950.057983999999,8274D_21293_EEG1,1744121554,0.879146993,-6.1035161
13950.058976,8274D_21293_EEG1,1744121554,0.883065999,3.52125907
13950.058976,8274D_21293_EEG1,1744121554,0.886986017,3.52125907
13950.058976,8274D_21293_EEG1,1744121554,0.890905023,0.469500989
13950.058976,8274D_21293_EEG1,1744121554,0.894824028,0.469500989
13950.058976,8274D_21293_EEG1,1744121554,0.898743987,-4.69501209
13950.058976,8274D_21293_EEG1,1744121554,0.902662992,1.17375302
13950.058976,8274D_21293_EEG1,1744121554,0.906583011,-0.234751001
13950.058976,8274D_21293_EEG1,1744121554,0.910502017,-0.234751001
13950.059999999999,8274D_21293_EEG1,1744121554,0.914421022,-0.939001977
13950.059999999999,8274D_21293_EEG1,1744121554,0.918340981,-0.939001977
13950.059999999999,8274D_21293_EEG1,1744121554,0.922259986,-0.939001977
13950.059999999999,8274D_21293_EEG1,1744121554,0.926178992,5.63401413
13950.059999999999,8274D_21293_EEG1,1744121554,0.93009901,-2.11275506
13950.059999999999,8274D_21293_EEG1,1744121554,0.934018016,-3.28650808
13950.059999999999,8274D_21293_EEG1,1744121554,0.937937975,-3.28650808
13950.059999999999,8274D_21293_EEG1,1744121554,0.94185698,10.7985277
13950.059999999999,8274D_21293_EEG1,1744121554,0.945775986,10.7985277
13950.059999999999,8274D_21293_EEG1,1744121554,0.949696004,6.80776691
13950.059999999999,8274D_21293_EEG1,1744121554,0.95361501,-1.87800503
13950.060992000001,8274D_21293_EEG1,1744121554,0.957535028,-1.87800503
13950.060992000001,8274D_21293_EEG1,1744121554,0.961453974,-1.87800503
13950.060992000001,8274D_21293_EEG1,1744121554,0.96537298,7.27726889
13950.060992000001,8274D_21293_EEG1,1744121554,0.969292998,-10.3290262
13950.060992000001,8274D_21293_EEG1,1744121554,0.973212004,-7.04251814
13950.060992000001,8274D_21293_EEG1,1744121554,0.977132022,-7.04251814
13950.060992000001,8274D_21293_EEG1,1744121554,0.981051028,-3.99076009
13950.060992000001,8274D_21293_EEG1,1744121554,0.984969974,-3.99076009
13950.060992000001,8274D_21293_EEG1,1744121554,0.988889992,-9.85952473
13950.061984,8274D_21293_EEG1,1744121554,0.992808998,-10.563777
13950.061984,8274D_21293_EEG1,1744121554,0.996729016,-10.563777
13950.061984,8274D_21293_EEG1,1744121555,0.000647999987,-12.2070313
13950.061984,8274D_21293_EEG1,1744121555,0.00456700008,-8.68577194
13950.061984,8274D_21293_EEG1,1744121555,0.00848700013,-12.2070313
13950.061984,8274D_21293_EEG1,1744121555,0.0124059999,-16.4325428
13950.061984,8274D_21293_EEG1,1744121555,0.0163260009,-16.4325428
13950.181984000001,8274D_21293_EEG1,1744121555,0.0202459991,-13.1460342
13950.181984000001,8274D_21293_EEG1,1744121555,0.0241669994,-11.2680292
13950.181984000001,8274D_21293_EEG1,1744121555,0.0280879997,-11.2680292
13950.181984000001,8274D_21293_EEG1,1744121555,0.0320090018,-15.2587891
13950.181984000001,8274D_21293_EEG1,1744121555,0.0359300002,-15.2587891
13950.182976,8274D_21293_EEG1,1744121555,0.0398509987,-5.16451311
13950.182976,8274D_21293_EEG1,1744121555,0.0437720008,1.40850401
13950.182976,8274D_21293_EEG1,1744121555,0.0476929992,1.40850401
13950.182976,8274D_21293_EEG1,1744121555,0.0516140014,0.704252005
13950.182976,8274D_21293_EEG1,1744121555,0.0555349998,-1.40850401
13950.182976,8274D_21293_EEG1,1744121555,0.0594559982,-1.64325404
13950.182976,8274D_21293_EEG1,1744121555,0.0633770004,-1.40850401
13950.183999999999,8274D_21293_EEG1,1744121555,0.0672969967,-1.64325404
13950.183999999999,8274D_21293_EEG1,1744121555,0.0712179989,-3.28650808
13950.183999999999,8274D_21293_EEG1,1744121555,0.075139001,-3.28650808
13950.183999999999,8274D_21293_EEG1,1744121555,0.0790600032,2.81700706
13950.183999999999,8274D_21293_EEG1,1744121555,0.0829809979,3.05175805
13950.183999999999,8274D_21293_EEG1,1744121555,0.086902,3.05175805
13950.183999999999,8274D_21293_EEG1,1744121555,0.0908230022,-2.11275506
13950.183999999999,8274D_21293_EEG1,1744121555,0.0947439969,-2.11275506
13950.183999999999,8274D_21293_EEG1,1744121555,0.098664999,-2.11275506
13950.183999999999,8274D_21293_EEG1,1744121555,0.102586001,5.39926386
13950.183999999999,8274D_21293_EEG1,1744121555,0.106507003,4.46026087
13950.184992,8274D_21293_EEG1,1744121555,0.110427998,4.46026087
13950.184992,8274D_21293_EEG1,1744121555,0.114348002,-6.80776691
13950.184992,8274D_21293_EEG1,1744121555,0.118268996,-10.563777
13950.184992,8274D_21293_EEG1,1744121555,0.122189999,-6.80776691
13950.184992,8274D_21293_EEG1,1744121555,0.126111001,-4.22551107
13950.184992,8274D_21293_EEG1,1744121555,0.130032003,-4.22551107
13950.184992,8274D_21293_EEG1,1744121555,0.133953005,-2.11275506
13950.184992,8274D_21293_EEG1,1744121555,0.137874007,-2.11275506
13950.184992,8274D_21293_EEG1,1744121555,0.141794994,1.17375302
13950.184992,8274D_21293_EEG1,1744121555,0.145715997,4.92976284
13950.184992,8274D_21293_EEG1,1744121555,0.149636999,1.17375302
13950.184992,8274D_21293_EEG1,1744121555,0.153558001,4.92976284
13950.185984,8274D_21293_EEG1,1744121555,0.157479003,3.75601006
13950.185984,8274D_21293_EEG1,1744121555,0.161399007,8.45102215
13950.185984,8274D_21293_EEG1,1744121555,0.165319994,3.75601006
13950.185984,8274D_21293_EEG1,1744121555,0.169240996,-16.9020424
13950.185984,8274D_21293_EEG1,1744121555,0.173161998,-16.9020424
13950.349984,8274D_21293_EEG1,1744121555,0.177083001,-9.62477493
13950.349984,8274D_21293_EEG1,1744121555,0.181004003,-4.22551107
13950.350976,8274D_21293_EEG1,1744121555,0.184925005,-4.22551107
13950.350976,8274D_21293_EEG1,1744121555,0.188846007,-4.22551107
13950.350976,8274D_21293_EEG1,1744121555,0.192766994,-1.64325404
13950.350976,8274D_21293_EEG1,1744121555,0.196687996,-0.939001977
13950.350976,8274D_21293_EEG1,1744121555,0.200608999,4.46026087
13950.350976,8274D_21293_EEG1,1744121555,0.204530001,4.46026087
13950.350976,8274D_21293_EEG1,1744121555,0.208450004,2.58225703
13950.350976,8274D_21293_EEG1,1744121555,0.212371007,-1.40850401
13950.350976,8274D_21293_EEG1,1744121555,0.216291994,-1.40850401
13950.350976,8274D_21293_EEG1,1744121555,0.220212996,0
13950.350976,8274D_21293_EEG1,1744121555,0.224133998,1.40850401
13950.352000000001,8274D_21293_EEG1,1744121555,0.228055,1.40850401
13950.352000000001,8274D_21293_EEG1,1744121555,0.231976002,-0.939001977
13950.352000000001,8274D_21293_EEG1,1744121555,0.235897005,-0.939001977
13950.352000000001,8274D_21293_EEG1,1744121555,0.239818007,1.17375302
13950.352000000001,8274D_21293_EEG1,1744121555,0.243738994,8.92052269
13950.352000000001,8274D_21293_EEG1,1744121555,0.247659996,8.92052269
13950.352000000001,8274D_21293_EEG1,1744121555,0.251581013,-10.0942764
13950.352000000001,8274D_21293_EEG1,1744121555,0.255501002,-10.0942764
13950.352000000001,8274D_21293_EEG1,1744121555,0.259422004,-10.0942764
13950.352992,8274D_21293_EEG1,1744121555,0.263343006,0.469500989
13950.352992,8274D_21293_EEG1,1744121555,0.267264009,-15.0240383
13950.352992,8274D_21293_EEG1,1744121555,0.271185011,-13.6155348
13950.352992,8274D_21293_EEG1,1744121555,0.275106013,-13.6155348
13950.352992,8274D_21293_EEG1,1744121555,0.279026985,-6.57301712
13950.352992,8274D_21293_EEG1,1744121555,0.282947987,-4.22551107
13950.352992,8274D_21293_EEG1,1744121555,0.286868989,-6.57301712
13950.352992,8274D_21293_EEG1,1744121555,0.290789992,-21.1275539
13950.352992,8274D_21293_EEG1,1744121555,0.294710994,-21.1275539
13950.353983999999,8274D_21293_EEG1,1744121555,0.298631996,-13.1460342
13950.353983999999,8274D_21293_EEG1,1744121555,0.302552015,0
13950.353983999999,8274D_21293_EEG1,1744121555,0.306472987,0
13950.353983999999,8274D_21293_EEG1,1744121555,0.310393989,-11.0332785
13950.353983999999,8274D_21293_EEG1,1744121555,0.314314991,-11.0332785
13950.353983999999,8274D_21293_EEG1,1744121555,0.318235993,-7.74676991
13950.353983999999,8274D_21293_EEG1,1744121555,0.322156996,0
13950.353983999999,8274D_21293_EEG1,1744121555,0.326077998,0
13950.354976000001,8274D_21293_EEG1,1744121555,0.329999,-2.81700706
13950.537984000001,8274D_21293_EEG1,1744121555,0.333920002,-2.81700706
13950.537984000001,8274D_21293_EEG1,1744121555,0.337841004,0.704252005
13950.537984000001,8274D_21293_EEG1,1744121555,0.341762006,2.34750605
13950.537984000001,8274D_21293_EEG1,1744121555,0.345683008,0.704252005
13950.537984000001,8274D_21293_EEG1,1744121555,0.349602997,-2.34750605
13950.537984000001,8274D_21293_EEG1,1744121555,0.353523999,-13.8502846
13950.537984000001,8274D_21293_EEG1,1744121555,0.357445002,-2.34750605
13950.537984000001,8274D_21293_EEG1,1744121555,0.361366004,-1.40850401
13950.538976,8274D_21293_EEG1,1744121555,0.365287006,-1.40850401
13950.538976,8274D_21293_EEG1,1744121555,0.369208008,-2.11275506
13950.538976,8274D_21293_EEG1,1744121555,0.37312901,-4.46026087
13950.538976,8274D_21293_EEG1,1744121555,0.377050012,-9.39002419
13950.538976,8274D_21293_EEG1,1744121555,0.380971014,-4.46026087
13950.538976,8274D_21293_EEG1,1744121555,0.384891987,3.05175805
13950.538976,8274D_21293_EEG1,1744121555,0.388812989,3.05175805
13950.538976,8274D_21293_EEG1,1744121555,0.392733991,0.704252005
13950.538976,8274D_21293_EEG1,1744121555,0.39665401,-2.81700706
13950.540000000001,8274D_21293_EEG1,1744121555,0.400575012,-5.16451311
13950.540000000001,8274D_21293_EEG1,1744121555,0.404496014,-2.81700706
13950.540000000001,8274D_21293_EEG1,1744121555,0.408416986,-4.92976284
13950.540000000001,8274D_21293_EEG1,1744121555,0.412337989,-1.40850401
13950.540000000001,8274D_21293_EEG1,1744121555,0.416258991,-0.939001977
13950.540000000001,8274D_21293_EEG1,1744121555,0.420179993,-0.939001977
13950.540000000001,8274D_21293_EEG1,1744121555,0.424100995,2.58225703
13950.540000000001,8274D_21293_EEG1,1744121555,0.428021997,-0.469500989
13950.540000000001,8274D_21293_EEG1,1744121555,0.431942999,-0.469500989
13950.540000000001,8274D_21293_EEG1,1744121555,0.435864002,-3.52125907
13950.540000000001,8274D_21293_EEG1,1744121555,0.439785004,-9.39002419
13950.540000000001,8274D_21293_EEG1,1744121555,0.443706006,-4.46026087
13950.540992,8274D_21293_EEG1,1744121555,0.447625995,-9.39002419
13950.540992,8274D_21293_EEG1,1744121555,0.451546997,-11.2680292
13950.540992,8274D_21293_EEG1,1744121555,0.455467999,-11.2680292
13950.540992,8274D_21293_EEG1,1744121555,0.459389001,-14.319787
13950.540992,8274D_21293_EEG1,1744121555,0.463310003,3.05175805
13950.540992,8274D_21293_EEG1,1744121555,0.467231005,-12.9112825
13950.540992,8274D_21293_EEG1,1744121555,0.471152008,-9.39002419
13950.540992,8274D_21293_EEG1,1744121555,0.47507301,-12.9112825
13950.540992,8274D_21293_EEG1,1744121555,0.478994012,-9.39002419
13950.541984,8274D_21293_EEG1,1744121555,0.482915014,-3.75601006
13950.541984,8274D_21293_EEG1,1744121555,0.486835986,-3.75601006
13950.660991999999,8274D_21293_EEG1,1744121555,0.490756989,-23.4750595
13950.660991999999,8274D_21293_EEG1,1744121555,0.494677007,-23.4750595
13950.660991999999,8274D_21293_EEG1,1744121555,0.498598009,-10.7985277
13950.660991999999,8274D_21293_EEG1,1744121555,0.502519011,3.05175805
13950.660991999999,8274D_21293_EEG1,1744121555,0.506439984,3.52125907
13950.660991999999,8274D_21293_EEG1,1744121555,0.510361016,3.52125907
13950.660991999999,8274D_21293_EEG1,1744121555,0.514281988,-0.704252005
13950.660991999999,8274D_21293_EEG1,1744121555,0.51820302,-4.22551107
13950.661984,8274D_21293_EEG1,1744121555,0.522123992,-4.22551107
13950.661984,8274D_21293_EEG1,1744121555,0.526045024,-4.22551107
13950.661984,8274D_21293_EEG1,1744121555,0.529965997,-14.7892876
13950.661984,8274D_21293_EEG1,1744121555,0.533887029,-14.7892876
13950.661984,8274D_21293_EEG1,1744121555,0.537808001,-3.75601006
13950.661984,8274D_21293_EEG1,1744121555,0.54172802,-0.939001977
13950.661984,8274D_21293_EEG1,1744121555,0.545648992,-3.75601006
13950.661984,8274D_21293_EEG1,1744121555,0.549570024,-8.68577194
13950.661984,8274D_21293_EEG1,1744121555,0.553490996,-10.3290262
13950.661984,8274D_21293_EEG1,1744121555,0.557412028,-8.68577194
13950.661984,8274D_21293_EEG1,1744121555,0.561333001,9.62477493
13950.661984,8274D_21293_EEG1,1744121555,0.565253973,9.62477493
13950.661984,8274D_21293_EEG1,1744121555,0.569175005,1.40850401
13950.661984,8274D_21293_EEG1,1744121555,0.573095977,1.40850401
13950.662976,8274D_21293_EEG1,1744121555,0.577017009,-12.2070313
13950.662976,8274D_21293_EEG1,1744121555,0.580937982,6.3382659
13950.662976,8274D_21293_EEG1,1744121555,0.584859014,-5.86876488
13950.662976,8274D_21293_EEG1,1744121555,0.588778973,-5.86876488
13950.662976,8274D_21293_EEG1,1744121555,0.592700005,-5.86876488
13950.662976,8274D_21293_EEG1,1744121555,0.596620977,10.0942764
13950.662976,8274D_21293_EEG1,1744121555,0.600542009,10.563777
13950.662976,8274D_21293_EEG1,1744121555,0.604462981,10.0942764
13950.662976,8274D_21293_EEG1,1744121555,0.608384013,-0.939001977
13950.662976,8274D_21293_EEG1,1744121555,0.612304986,-0.939001977
13950.662976,8274D_21293_EEG1,1744121555,0.616226017,-8.68577194
13950.662976,8274D_21293_EEG1,1744121555,0.62014699,20.8928032
13950.662976,8274D_21293_EEG1,1744121555,0.624068022,-8.68577194
13950.664000000001,8274D_21293_EEG1,1744121555,0.627988994,-3.05175805
13950.664000000001,8274D_21293_EEG1,1744121555,0.631910026,-5.16451311
13950.664000000001,8274D_21293_EEG1,1744121555,0.635829985,-5.16451311
13950.665983999999,8274D_21293_EEG1,1744121555,0.639751017,-5.16451311
13950.665983999999,8274D_21293_EEG1,1744121555,0.643671989,3.05175805
13950.830975999999,8274D_21293_EEG1,1744121555,0.647593021,3.05175805
13950.830975999999,8274D_21293_EEG1,1744121555,0.651513994,3.05175805
13950.832,8274D_21293_EEG1,1744121555,0.655435026,3.75601006
13950.832,8274D_21293_EEG1,1744121555,0.659355998,3.75601006
13950.832,8274D_21293_EEG1,1744121555,0.66327697,2.81700706
13950.832,8274D_21293_EEG1,1744121555,0.667198002,-2.34750605
13950.832,8274D_21293_EEG1,1744121555,0.671118975,-2.34750605
13950.832,8274D_21293_EEG1,1744121555,0.675040007,-1.40850401
13950.832,8274D_21293_EEG1,1744121555,0.678960979,-1.40850401
13950.832992,8274D_21293_EEG1,1744121555,0.682880998,12.441782
13950.832992,8274D_21293_EEG1,1744121555,0.68680203,-3.28650808
13950.832992,8274D_21293_EEG1,1744121555,0.690723002,-16.6672935
